,ALL,AAPL,ABT,ABBV,ACN,AMGN,AMZN,AIG,BLK,C,BAC,CAT,BK,AXP,CL,BMY,BIIB,BA,DD,CVS,COST,CMCSA,CSCO,CVX,COP,COF,DHR,EXC,FOXA,F,DUK,FDX,EMR,FB,DOW,FOX,DIS,GOOG,GOOGL,HAL,GM,HON,GILD,HD,GS,GD,GE,LMT,KO,LOW,IBM,INTC,KMI,JPM,JNJ,LLY,MDLZ,MO,MA,MS,MRK,MMM,MDT,MON,MET,MCD,MSFT,OXY,PG,ORCL,NKE,PEP,PM,PFE,NEE,PYPL,TGT,SBUX,T,QCOM,SLB,SPG,TXN,SO,VZ,USB,WFC,UNP,V,WBA,USD,UPS,UNH
1378301400,48.24,17.81,33.46,43.13,73.05,113.02,293.64,48.29,266.1,49.6,14.32,83.54,30.39,73.14,57.8,41.99,230.59,106.37,53.771,58.62,111.5,21.53,23.77,120.86,67.66,65.03,50.804,21.462,,16.91,64.69,107.61,61.33,41.78,,,61.11,434.188,436.251,49.08,35.85,77.185,61.11,74.14,155.74,84.99,178.231,124.27,38.54,45.97,175.076,22.64,35.3,51.87,86.9,52.18,30.88,34.17,62.34,26.51,45.496,114.55,53.2,,43.119,95.16,31.2,86.005,77.49,32.32,32.565,79.53,83.85,26.917,20.025,,63.55,36.07,33.74,67.28,82.86,136.002,39.37,40.89,46.78,36.13,41.5,77.655,44.048,49.49,1.739,86.55,73.35
1378387800,48.48,17.688,33.74,43.51,74.0,112.93,294.1,48.67,262.77,49.86,14.37,82.95,30.66,73.8,57.53,41.72,227.7,106.65,54.668,58.46,114.62,21.27,23.69,121.37,67.77,65.58,50.963,21.434,,17.3,64.8,109.05,61.67,42.66,,,61.3,438.138,440.22,49.77,36.33,77.595,61.07,72.99,156.17,84.99,178.154,124.14,38.24,45.86,176.052,22.6,35.5,52.11,87.04,52.21,30.74,34.25,62.9,26.65,45.334,114.87,53.66,,43.137,95.66,31.23,85.976,77.14,32.26,32.69,79.07,84.1,26.822,19.99,,63.46,36.025,33.34,67.83,84.22,134.092,39.48,40.75,46.64,36.7,41.82,78.06,44.053,50.19,1.749,86.81,74.04
1378474200,48.4,17.794,33.5,43.89,73.21,111.01,295.86,48.18,261.23,49.22,14.36,83.39,30.46,73.35,58.0,41.89,225.18,106.07,54.881,58.63,114.35,21.24,23.55,121.21,68.2,65.38,50.667,21.619,,17.0,65.45,108.16,61.47,43.95,,,61.39,438.148,440.23,49.54,36.15,77.852,61.12,72.7,156.66,84.57,178.154,123.73,38.35,45.6,174.981,22.67,35.22,52.56,87.16,52.41,30.94,34.4,63.662,26.81,45.315,115.04,53.46,,42.763,96.26,31.15,85.267,77.15,32.2,32.49,79.26,84.19,26.831,20.003,,63.29,35.785,33.41,68.02,85.14,136.35,39.18,41.12,46.34,36.47,41.43,77.46,44.167,49.46,1.75,86.76,74.06
1378733400,49.18,18.077,33.8,44.43,73.58,111.67,299.71,49.19,263.05,50.09,14.48,85.59,30.79,73.66,58.57,42.3,228.86,107.19,55.237,58.77,115.35,21.15,23.92,122.22,68.87,66.46,51.289,21.576,,17.31,65.57,109.1,62.5,44.04,,,61.59,442.367,444.469,50.26,36.48,78.586,62.66,73.58,159.49,85.28,179.923,124.07,38.52,46.63,176.845,22.91,36.33,52.86,87.56,52.54,31.11,34.59,64.04,27.44,45.553,116.74,53.92,,43.2,96.45,31.66,85.938,78.16,32.75,32.7,79.38,84.51,26.85,20.058,,63.93,36.22,33.63,69.3,86.45,139.643,39.75,41.23,45.91,36.32,41.72,78.315,44.638,50.22,1.79,87.13,74.25
1378819800,49.44,17.666,34.09,44.78,74.74,111.16,300.36,49.42,266.51,51.09,14.61,86.61,31.28,74.6,58.59,42.52,228.69,108.17,56.902,59.22,117.32,21.42,24.16,123.01,68.66,67.85,51.903,21.919,,17.55,65.95,110.59,63.66,43.6,,,62.83,442.676,444.78,50.32,37.0,80.207,62.86,74.6,165.14,86.74,183.615,125.07,38.63,47.15,178.394,22.98,37.05,53.67,88.53,52.87,31.04,34.98,65.15,28.04,45.782,117.59,53.96,,44.225,96.89,32.39,85.9,77.95,32.86,33.41,79.43,84.23,26.992,20.153,,64.73,37.11,33.97,70.09,86.9,139.915,40.31,41.41,46.47,36.71,42.45,78.625,46.147,50.67,1.832,88.07,74.63
1378906200,50.11,16.704,34.75,44.95,75.0,111.97,299.64,49.75,261.75,50.73,14.65,87.13,31.23,75.18,59.25,43.26,236.27,109.23,56.717,59.6,119.25,21.9,24.38,123.92,69.16,67.62,52.547,21.484,,17.54,65.31,110.25,63.59,45.04,,,63.94,446.422,448.544,50.19,36.35,80.112,62.93,75.04,165.06,86.9,185.308,126.57,38.78,47.37,182.314,22.81,36.01,53.26,89.23,52.8,31.29,35.41,65.846,28.25,45.935,118.71,54.09,,44.162,97.46,32.74,87.011,78.27,33.02,33.795,79.85,86.56,27.201,19.903,,64.99,37.695,33.97,68.09,87.05,140.282,40.03,41.02,46.52,36.68,42.5,78.625,46.577,50.75,1.828,88.75,75.18
1378992600,50.12,16.882,34.76,44.7,74.16,113.46,298.86,49.28,262.26,50.26,14.48,86.84,31.04,75.29,59.28,43.68,234.11,109.8,55.308,59.51,118.19,21.745,24.29,123.89,68.78,67.95,52.654,21.412,,17.39,64.97,108.39,63.61,44.75,,,65.49,444.863,446.977,49.2,36.37,79.873,63.19,75.4,163.35,86.63,183.462,126.54,38.44,46.99,182.342,22.63,35.61,52.24,89.01,52.91,31.27,34.54,66.752,28.02,45.658,118.2,53.58,,43.922,97.18,32.69,87.193,78.26,32.79,34.04,79.87,86.28,26.86,19.817,,64.09,37.835,34.38,68.81,86.58,139.511,39.91,40.76,47.35,36.87,42.26,77.5,46.265,53.29,1.8,88.59,74.74
1379079000,50.06,16.604,34.87,44.89,74.5,115.06,297.92,49.7,264.63,50.49,14.49,87.01,31.11,75.3,59.43,43.56,234.71,111.33,56.746,59.9,117.03,21.985,24.32,124.14,69.19,67.49,52.889,21.519,,17.35,65.55,107.24,64.04,44.31,,,66.69,442.875,444.98,49.69,36.06,80.131,63.53,75.11,164.0,87.13,182.923,127.25,38.69,46.86,183.719,23.44,35.08,52.59,88.57,53.27,31.55,34.84,66.641,28.13,45.601,118.6,53.58,,43.521,97.35,33.03,85.737,79.05,32.46,33.955,80.32,87.78,27.049,19.805,,63.76,37.785,34.32,68.58,86.72,139.718,40.28,40.96,47.76,37.14,42.19,77.375,47.25,53.46,1.846,88.66,74.48
1379338200,50.51,16.076,35.01,45.82,76.34,117.18,296.06,49.69,272.66,51.0,14.53,87.18,31.4,75.6,60.02,45.14,239.57,115.67,56.646,60.95,117.35,22.21,24.38,124.08,69.34,67.65,53.154,21.555,,17.35,66.03,109.57,64.53,42.51,,,66.94,442.222,444.324,49.82,36.22,,63.02,75.54,167.03,88.07,185.692,128.46,38.86,46.84,184.656,23.39,34.72,53.14,89.03,53.64,31.86,35.13,67.1,28.73,45.983,119.23,54.06,,43.984,97.71,32.8,85.919,80.16,32.97,34.095,81.02,87.85,27.239,19.792,,63.79,37.62,34.57,68.09,87.0,142.719,40.45,40.94,48.3,37.51,42.89,78.18,47.345,54.78,1.856,89.59,75.12
1379424600,51.19,16.261,34.97,47.6,76.61,115.73,304.17,50.46,272.99,51.2,14.55,87.07,31.45,76.92,59.8,45.4,240.05,117.11,56.518,61.01,117.91,22.225,24.37,124.34,69.7,69.12,53.093,21.641,,17.44,66.19,110.68,64.89,45.07,,,66.98,441.401,443.499,49.67,36.71,81.465,62.69,75.8,167.42,89.14,188.077,129.64,38.79,46.85,183.709,23.74,34.72,53.09,89.06,53.83,31.98,35.36,67.917,29.01,45.811,119.93,53.94,,44.456,97.92,32.93,87.164,79.83,33.26,34.16,81.66,88.22,27.173,19.75,,64.38,38.02,34.75,69.42,87.74,142.455,40.73,41.15,48.57,37.52,42.85,78.72,47.9,54.92,1.891,89.89,74.31
1379511000,51.82,16.596,35.65,47.92,77.79,117.52,312.03,50.57,279.41,52.21,14.71,87.84,31.38,77.64,61.19,46.52,246.35,118.4,58.155,60.56,118.64,22.135,24.8,125.82,70.56,69.28,53.442,22.126,,17.63,68.1,116.25,65.69,45.23,,,67.11,449.973,452.112,49.75,37.58,82.609,64.28,77.37,168.06,89.39,191.231,130.84,39.59,47.75,185.87,23.9,36.26,53.41,89.91,54.16,32.73,35.79,68.764,29.02,46.183,121.29,54.08,,43.342,98.7,33.32,88.439,80.3,33.87,34.74,82.88,89.95,27.552,20.638,,65.48,38.665,34.95,69.64,88.95,145.306,40.85,42.63,48.72,37.84,43.31,79.75,48.412,55.63,1.915,90.97,73.04
1379597400,52.62,16.868,35.34,47.4,77.55,117.18,312.06,49.86,283.64,51.95,14.61,87.75,31.08,77.57,60.97,47.53,247.98,119.04,57.799,59.8,119.2,22.205,24.61,125.44,70.84,69.04,53.283,21.997,,17.66,67.93,116.83,66.5,45.98,,,65.72,447.518,449.645,49.54,37.23,82.743,64.32,78.51,167.78,89.65,188.154,130.39,39.31,48.98,184.885,23.91,36.78,52.75,90.07,53.86,32.94,35.8,68.637,28.6,46.05,121.57,54.0,,41.961,97.92,33.64,88.247,80.12,33.89,34.75,81.82,90.54,27.362,20.675,,65.39,38.175,34.81,69.46,88.79,145.362,40.8,42.3,48.51,37.71,42.96,80.435,48.678,55.99,1.908,91.7,70.84
1379683800,52.0,16.693,35.29,47.84,77.32,116.85,316.34,49.95,278.3,51.21,14.44,84.75,30.85,77.32,60.44,46.78,248.13,116.63,56.504,58.53,117.94,22.2,24.51,124.92,71.0,69.1,52.745,21.491,,17.39,67.36,116.83,64.92,47.49,,,65.01,449.869,452.007,49.34,36.83,81.494,63.86,77.0,169.75,88.15,184.692,128.0,39.4,47.84,181.663,23.77,36.21,52.8,89.68,53.93,32.3,35.55,68.574,28.19,45.811,120.01,53.71,,42.326,96.9,32.79,87.72,79.39,34.05,34.685,81.74,90.47,27.486,20.173,,64.55,38.06,34.31,69.06,87.44,142.051,40.52,41.78,47.78,37.85,42.85,79.775,49.708,55.52,1.88,91.55,70.57
1379943000,52.16,17.523,35.12,47.1,76.36,115.05,311.49,49.16,274.96,49.57,14.14,85.03,30.3,76.44,60.2,46.55,242.67,117.51,55.849,58.2,117.57,21.97,24.27,125.52,70.58,68.45,52.729,21.698,,17.2,67.73,114.91,64.96,47.19,,,64.75,441.595,443.694,48.39,37.13,80.207,62.58,75.91,165.25,87.91,186.769,127.62,38.63,47.27,182.591,23.62,36.04,51.46,89.09,53.04,31.95,35.25,68.299,27.22,45.496,121.11,53.76,,42.21,97.28,32.74,87.538,79.28,33.94,34.49,81.02,89.75,27.324,20.305,,64.4,37.68,34.22,68.98,87.04,142.324,40.47,42.17,47.98,37.36,42.31,79.61,49.06,56.23,1.87,91.29,71.82
1380029400,51.75,17.468,34.36,45.98,75.14,114.78,314.13,49.24,272.5,48.96,14.09,85.11,30.19,76.07,59.87,46.82,243.54,119.0,55.664,57.92,116.34,21.845,24.14,124.49,70.4,68.49,52.267,21.769,,17.26,67.69,114.72,64.96,48.45,,,64.32,441.764,443.864,48.75,37.44,80.321,62.74,76.04,162.97,87.93,187.077,128.14,38.53,48.04,181.616,23.7,36.19,50.32,88.22,52.43,32.05,35.08,68.537,27.27,45.353,120.8,53.43,,41.988,97.78,32.45,88.908,78.62,33.64,34.715,80.54,87.41,27.239,20.305,,63.91,38.275,34.09,68.51,87.91,141.11,40.31,42.08,47.27,36.9,41.73,79.62,48.335,55.39,1.9,91.26,72.32
1380115800,51.61,17.198,33.67,45.33,76.12,112.48,312.65,49.54,270.24,49.26,14.14,84.5,30.52,75.99,59.34,46.61,241.51,118.51,56.732,57.78,115.41,21.625,24.43,124.07,70.32,69.19,52.737,21.619,,17.19,67.26,113.57,64.86,49.46,,,64.45,436.977,439.054,48.88,37.18,79.931,61.73,75.52,162.31,87.74,186.385,127.86,38.33,47.54,181.138,23.7,35.97,51.7,87.08,52.61,32.1,34.79,67.194,27.22,45.487,120.2,52.81,,42.647,97.62,32.51,89.013,77.72,33.87,34.46,80.21,86.91,27.03,20.083,,63.24,38.17,34.05,68.75,88.57,141.336,40.32,41.72,46.95,36.76,41.81,78.73,47.89,54.85,1.9,91.0,71.98
1380202200,51.35,17.365,33.66,45.0,75.87,112.85,318.12,49.45,272.68,48.93,14.08,84.2,30.59,76.32,60.39,46.93,243.05,119.38,56.917,58.17,116.4,22.05,23.77,123.49,70.23,69.12,52.896,21.462,,17.27,67.65,113.56,65.42,50.39,,,65.24,437.445,439.525,48.71,36.95,80.131,62.8,76.07,162.29,88.25,186.538,129.85,38.74,47.89,181.855,23.41,35.98,51.89,87.07,51.04,31.97,35.0,67.758,,45.496,120.66,52.94,,42.406,98.19,32.77,89.655,78.05,33.81,35.17,80.54,87.69,27.059,20.11,,63.37,38.59,34.23,68.87,88.83,142.305,40.38,41.53,47.67,36.54,41.61,78.975,48.39,54.73,1.871,91.8,72.16
1380288600,51.07,17.241,33.14,44.33,74.09,113.19,316.01,49.15,270.95,48.89,13.9,83.8,30.24,75.89,59.93,46.2,244.82,118.74,55.536,57.8,115.72,22.37,23.33,122.64,70.31,68.92,52.972,21.213,,17.05,66.9,113.77,64.9,51.24,,,65.19,436.559,438.634,48.39,36.37,79.683,63.54,75.96,159.85,88.29,185.0,129.24,38.4,47.77,178.7,22.98,35.84,52.24,86.73,50.5,31.8,34.71,68.185,27.08,45.601,120.22,53.0,,42.077,97.12,33.27,90.498,77.21,33.78,36.82,80.2,87.33,27.4,20.017,,63.94,38.665,33.98,67.38,88.82,141.204,40.16,41.23,47.0,36.5,41.59,78.295,48.263,54.51,1.841,91.25,71.99
1380547800,50.55,17.027,33.19,44.73,73.64,111.92,312.64,48.63,270.62,48.51,13.8,83.4,30.19,75.52,59.3,46.28,240.76,117.5,54.654,56.75,115.17,22.56,23.43,121.5,69.51,68.74,52.555,21.141,,16.87,66.78,114.11,64.7,50.23,,,64.49,436.32,438.393,48.15,35.97,79.168,62.87,75.85,158.21,87.52,183.769,127.55,37.88,47.61,177.036,22.92,35.57,51.69,86.69,50.33,31.42,34.35,67.278,26.95,45.429,119.41,53.25,,41.845,96.21,33.28,89.617,75.59,33.17,36.32,79.5,86.59,27.258,20.04,,63.98,38.485,33.82,67.32,88.36,139.445,40.29,41.18,46.67,36.58,41.32,77.67,47.775,53.8,1.833,91.37,71.61
1380634200,50.73,17.427,33.78,45.8,73.82,114.58,320.95,49.1,270.09,48.6,13.9,83.76,30.75,75.93,60.09,47.24,244.92,117.75,54.525,57.54,115.0,22.805,23.24,121.32,70.04,69.79,52.669,21.141,,17.19,67.27,115.26,65.07,50.42,,,64.83,441.844,443.944,48.6,35.91,79.339,62.8,76.26,159.0,88.48,185.923,127.5,37.95,48.19,178.184,22.83,36.1,51.96,87.47,50.67,30.85,34.71,67.779,27.14,46.508,119.62,53.52,,42.273,96.13,33.58,90.431,76.16,33.5,36.21,79.82,87.37,27.41,20.017,,63.91,38.58,34.06,67.49,89.05,140.677,40.4,41.28,46.99,36.71,41.49,78.34,48.305,56.24,1.854,91.8,72.58
1380720600,51.19,17.484,33.9,45.95,73.51,113.06,320.51,49.22,271.21,48.71,14.06,84.07,30.46,74.58,59.43,46.93,246.23,117.84,55.081,57.1,114.82,22.725,23.32,120.83,70.36,69.55,52.411,21.191,,17.21,67.25,115.28,64.43,50.28,,,64.88,442.337,444.439,49.09,35.94,78.977,62.4,76.32,158.67,87.51,187.154,125.08,37.43,48.41,176.826,22.89,35.85,52.09,87.29,50.54,30.65,34.75,67.631,27.12,46.155,119.2,53.52,,41.979,95.28,33.92,90.834,75.93,33.68,35.945,79.56,87.72,27.524,20.103,,63.65,38.595,33.94,67.68,89.85,142.606,40.26,41.33,46.79,36.39,41.26,78.065,47.955,56.53,1.854,91.28,72.57
1380807000,50.89,17.265,33.29,46.01,73.14,111.12,314.76,48.85,269.93,48.4,14.0,83.97,29.92,74.02,59.22,46.56,233.84,115.24,55.18,56.64,114.42,22.505,23.01,118.25,70.17,68.78,51.547,20.806,,16.95,66.33,113.55,63.73,49.18,,,64.02,436.409,438.483,48.4,35.29,77.652,61.71,75.88,156.85,85.98,185.385,122.83,37.16,47.93,175.774,22.6,35.37,51.94,86.58,48.8,30.54,,66.906,26.85,46.145,118.55,53.04,,41.818,94.67,33.86,90.441,75.84,33.24,35.82,79.44,87.49,27.296,19.862,,63.45,38.435,33.64,67.11,89.44,139.962,40.22,40.56,47.01,36.35,41.0,77.69,47.162,55.96,1.843,90.1,72.52
1380893400,52.35,17.251,33.56,46.8,73.26,112.91,319.04,49.53,272.01,49.14,14.05,84.2,30.5,74.31,59.33,47.52,240.3,117.2,56.917,56.88,114.44,22.82,23.02,118.13,70.97,70.32,51.948,20.849,,17.09,66.43,114.73,63.97,51.04,,,65.3,434.546,436.612,49.06,35.7,78.405,63.04,75.78,156.55,85.91,185.0,122.5,37.2,48.14,176.004,22.81,35.4,52.67,87.31,48.38,30.86,34.65,67.333,26.99,46.021,119.4,53.35,,42.504,94.7,33.88,91.409,76.02,33.21,36.07,79.62,87.04,27.514,19.913,,63.41,38.7,33.75,68.02,90.01,140.329,39.93,40.66,47.1,36.62,41.3,76.95,47.62,55.79,1.868,91.0,72.99
